statusId,status,raceId,circuitId,circuitName,year,teamId,teamName,resultId,driverId,position,total_time
1,Finished,18.0,1.0,Australian Grand Prix,2008.0,2.0,BMW Sauber,2.0,2.0,2,5696094
1,Finished,18.0,1.0,Australian Grand Prix,2008.0,3.0,Williams,3.0,3.0,3,5698779
1,Finished,18.0,1.0,Australian Grand Prix,2008.0,4.0,Renault,4.0,4.0,4,5707797
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,1.0,McLaren,25.0,5.0,3,5517005
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,1.0,McLaren,27.0,1.0,5,5525103
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,2.0,BMW Sauber,24.0,9.0,2,5498125
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,2.0,BMW Sauber,28.0,2.0,6,5528388
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,4.0,Renault,30.0,4.0,8,5548596
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,4.0,Renault,33.0,12.0,11,5570757
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,6.0,Ferrari,23.0,8.0,1,5478555
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,7.0,Toyota,26.0,15.0,4,5524387
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,9.0,Red Bull,29.0,17.0,7,5546685
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,9.0,Red Bull,31.0,14.0,9,5554775
1,Finished,19.0,2.0,Malaysian Grand Prix,2008.0,11.0,Honda,32.0,18.0,10,5564769
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,1.0,McLaren,49.0,5.0,5,5493759
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,2.0,BMW Sauber,47.0,9.0,3,5471968
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,2.0,BMW Sauber,48.0,2.0,4,5475379
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,3.0,Williams,52.0,3.0,8,5522859
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,4.0,Renault,54.0,4.0,10,5544151
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,6.0,Ferrari,45.0,13.0,1,5466970
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,6.0,Ferrari,46.0,8.0,2,5470309
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,7.0,Toyota,50.0,15.0,6,5508284
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,7.0,Toyota,53.0,10.0,9,5536470
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,9.0,Red Bull,51.0,17.0,7,5512443
1,Finished,20.0,3.0,Bahrain Grand Prix,2008.0,11.0,Honda,55.0,22.0,11,5544832
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,1.0,McLaren,69.0,1.0,3,5903238
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,2.0,BMW Sauber,70.0,9.0,4,5904745
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,2.0,BMW Sauber,75.0,2.0,9,5962124
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,3.0,Williams,73.0,6.0,7,5957295
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,6.0,Ferrari,67.0,8.0,1,5899051
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,6.0,Ferrari,68.0,13.0,2,5902279
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,7.0,Toyota,74.0,15.0,8,5958486
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,9.0,Red Bull,71.0,17.0,5,5934989
1,Finished,21.0,4.0,Spanish Grand Prix,2008.0,11.0,Honda,72.0,18.0,6,5952061
1,Finished,22.0,5.0,Turkish Grand Prix,2008.0,1.0,McLaren,90.0,1.0,2,5213230
1,Finished,22.0,5.0,Turkish Grand Prix,2008.0,2.0,BMW Sauber,92.0,9.0,4,5231396
1,Finished,22.0,5.0,Turkish Grand Prix,2008.0,2.0,BMW Sauber,93.0,2.0,5,5248192
1,Finished,22.0,5.0,Turkish Grand Prix,2008.0,3.0,Williams,96.0,3.0,8,5280857
1,Finished,22.0,5.0,Turkish Grand Prix,2008.0,4.0,Renault,94.0,4.0,6,5263175
